entidad,municipio,cabecera,lat,lon,poblacion_total,poblacion_femenina,poblacion_masculina,pob_0_14,pob_15_64,pob_65_mas,grado_escolaridad,pea,pob_lengua_indigena,viviendas_totales,promedio_ocupantes_vivienda,pob_sin_afiliacion_salud
Oaxaca,Santa María Apazco,Santa María Apazco,17.63458,-97.10039,1629,889,740,415,822,392,4.88,696,1261,990,3.12,352
Oaxaca,Santa María Atzompa,Santa María Atzompa,17.10287,-96.77926,41921,21973,19948,11137,28533,2152,10.43,22028,4982,15282,3.69,16594
Oaxaca,Santa María Camotlán,Santa María Camotlán,17.89956,-97.69338,1713,892,821,439,974,300,6.94,698,7,895,3.23,329
Oaxaca,Santa María Chachoápam,Santa María Chachoápam,17.52516,-97.2835,761,394,367,149,463,149,8.22,326,13,429,3.08,206
Oaxaca,Santa María Chilchotla,Santa María Chilchotla,18.23424,-96.83054,21469,11096,10373,7018,12268,2183,5.24,6813,18110,7466,3.81,3685
Oaxaca,Santa María Chimalapa,Santa María Chimalapa,16.90992,-94.68302,9578,4788,4790,2479,4458,612,5.83,2564,3172,3250,3.63,2130
Oaxaca,Santa María Colotepec,Brisas de Zicatela,15.83786,-97.04181,27046,13805,13241,8154,17230,1644,8.12,12582,1988,9019,3.82,8663
Oaxaca,Santa María Cortijo,Santa María Cortijo,16.4508,-98.28572,1067,549,518,327,634,106,7.08,375,46,464,3.27,274
Oaxaca,Santa María Coyotepec,Santa María Coyotepec,16.96716,-96.70674,3751,1983,1768,967,2513,246,9.71,1748,273,1362,3.48,1475
Oaxaca,Santa María Ecatepec,Santa María Zapotitlán,16.12775,-95.85198,3418,1684,1734,1064,1925,429,7.42,1149,1219,1303,3.76,475
Oaxaca,Santa María Guelacé,Santa María Guelacé,17.00088,-96.60283,908,479,429,198,605,105,8.36,462,129,318,3.62,433
Oaxaca,Santa María Guienagati,Santa María Guienagati,16.73798,-95.35449,3178,1624,1554,1033,1881,264,6.34,999,765,1409,3.51,788
Oaxaca,Santa María Huatulco,Crucecita,15.76476,-96.13508,50862,26008,24854,13441,34824,2564,9.17,28091,2203,20147,3.34,16276
Oaxaca,Santa María Huazolotitlán,Santa María Huazolotitlán,16.30222,-97.91286,11995,6105,5890,3339,7391,1265,7.03,4640,3220,4551,3.35,3384
Oaxaca,Santa María Ipalapa,Santa María Ipalapa,16.63622,-98.03382,4878,2576,2302,1531,2821,526,6.27,1477,691,1999,3.78,918
Oaxaca,Santa María Ixcatlán,Santa María Ixcatlán,17.85159,-97.19048,461,237,224,78,272,111,6.01,254,24,339,2.83,359
Oaxaca,Santa María Jacatepec,La Joya de Santa María Jacatepec,17.87151,-96.02261,9682,5094,4588,2791,5916,975,6.98,3610,5324,3440,3.7,1894
Oaxaca,Santa María Jalapa del Marqués,Santa María Jalapa del Marqués,16.44007,-95.44338,11735,6075,5660,2919,7411,1387,8.66,5616,477,4778,3.26,2914
Oaxaca,Santa María Jaltianguis,Santa María Jaltianguis,17.36561,-96.52827,592,314,278,146,350,96,8.14,218,263,391,3.36,85
Oaxaca,Santa María Lachixío,Santa María Lachixío,16.72776,-97.01921,1679,919,760,531,1040,108,6.62,477,1433,581,4.11,137
Oaxaca,Santa María Mixtequilla,Santa María Mixtequilla,16.37371,-95.26047,4690,2412,2278,1139,3018,533,8.66,2099,71,2003,3.11,664
Oaxaca,Santa María Nativitas,San José Monte Verde,17.64329,-97.34267,603,327,276,138,352,113,7.82,209,173,590,3.03,126
Oaxaca,Santa María Nduayaco,San José de Gracia,17.43364,-97.49427,453,234,219,78,250,125,6.32,158,6,455,3.11,102
Oaxaca,Santa María Ozolotepec,Santa María Ozolotepec,16.13084,-96.37007,3793,1958,1835,1234,2191,368,6.03,1244,762,1476,3.91,914
Oaxaca,Santa María Petapa,Rincón Viejo,16.88867,-95.04091,16706,8626,8080,3956,9610,1477,7.8,7482,3451,6121,3.38,5798
Oaxaca,Santa María Peñoles,El Manzanito,16.96888,-97.03097,8967,4644,4323,3119,5032,816,6.62,2391,7481,2676,5.18,2068
Oaxaca,Santa María Pápalo,Santa María Pápalo,17.78416,-96.79736,2058,1030,1028,540,1312,206,6.27,747,1712,964,3.25,329
Oaxaca,Santa María Quiegolani,Santa María Quiegolani,16.27721,-96.052,2224,1090,1134,798,1251,175,6.74,590,1788,671,4.02,168
Oaxaca,Santa María Sola,Santa Rosa Matagallinas,16.5886,-97.01979,1516,780,736,388,883,245,6.24,517,47,637,3.45,764
Oaxaca,Santa María Tataltepec,Santa María Tataltepec,17.14246,-97.39512,317,163,154,59,194,64,8.06,129,38,198,3.45,59
Oaxaca,Santa María Tecomavaca,Santa María Tecomavaca,17.95626,-97.02444,1830,939,891,477,1150,203,8.56,794,269,679,3.77,297
Oaxaca,Santa María Temaxcalapa,Santa María Temaxcalapa,17.3811,-96.16248,903,460,443,174,593,136,6.9,412,830,396,3.02,167
Oaxaca,Santa María Temaxcaltepec,Santa María Temaxcaltepec,16.16311,-97.19465,2694,1472,1222,1066,1483,145,4.62,676,2344,827,4.33,531
Oaxaca,Santa María Teopoxco,Santa María Teopoxco,18.16666,-96.95514,3985,2195,1790,1397,2095,493,5.01,1086,3463,1834,3.54,254
Oaxaca,Santa María Tepantlali,Santa María Tepantlali,16.99751,-96.01012,3576,1839,1737,1138,2134,304,5.27,1091,3211,1367,3.83,698
Oaxaca,Santa María Texcatitlán,Santa María Texcatitlán,17.7129,-97.06669,896,464,432,251,490,155,5.27,370,807,470,3.06,22
Oaxaca,Santa María Tlahuitoltepec,Santa María Tlahuitoltepec,17.09754,-96.06325,9653,5078,4575,2931,5747,975,6.83,3365,8692,4547,3.88,2671
Oaxaca,Santa María Tlalixtac,Santa María Tlalixtac,17.95168,-96.73808,1839,915,924,620,1054,165,5.66,536,676,630,3.78,257
Oaxaca,Santa María Tonameca,San Francisco Cozoaltepec,15.81243,-96.72196,25347,12983,12364,8032,15610,1705,6.53,11669,8258,8197,3.93,6587
Oaxaca,Santa María Totolapilla,Santa María Totolapilla,16.60323,-95.62545,812,416,396,171,491,150,6.21,255,314,417,2.7,82
Oaxaca,Santa María Xadani,Santa María Xadani,16.3603,-95.01985,9234,4674,4560,3171,5522,533,5.96,4514,8042,2923,4.13,1436
Oaxaca,Santa María Yalina,Santa María Yalina,17.24047,-96.26278,250,138,112,56,151,43,7.14,75,156,220,3.01,19
Oaxaca,Santa María Yavesía,Santa María Yavesía,17.23422,-96.42952,434,235,199,104,250,80,8.35,102,112,260,2.97,17
Oaxaca,Santa María Yolotepec,Santa María Yolotepec,16.8768,-97.50533,481,255,226,147,266,68,7.37,187,226,303,3.1,227
Oaxaca,Santa María Yosoyúa,Buenavista,17.10491,-97.49836,1699,886,813,468,1073,158,8.1,772,1377,668,4.44,111
Oaxaca,Santa María Yucuhiti,Guadalupe Buenavista,17.03153,-97.80466,6008,3158,2850,1568,3501,939,7.37,1985,5276,2390,3.6,780
Oaxaca,Santa María Zacatepec,Santa María Zacatepec,16.76389,-97.98988,17100,8954,8146,5252,10266,1582,6.46,7647,3589,6363,3.84,4614
Oaxaca,Santa María Zaniza,Santa María Zaniza,16.6551,-97.33854,2469,1279,1190,1030,1316,123,6.52,611,446,669,4.9,103
Oaxaca,Santa María Zoquitlán,Santa María Zoquitlán,16.55836,-96.35287,3294,1664,1630,852,1940,501,5.95,1113,13,1756,3.19,721
Oaxaca,Santa María del Rosario,Santa María del Rosario,17.35176,-97.59382,499,253,246,139,287,73,7.77,257,65,283,3.47,122
Oaxaca,Santa María del Tule,Santa María del Tule,17.0467,-96.63659,8939,4800,4139,1953,6101,856,11.3,4548,533,3176,3.47,2643
Oaxaca,Santa María la Asunción,Santa María la Asunción,18.10822,-96.81937,3259,1827,1432,993,1833,433,3.97,1134,2837,1313,3.45,438
Oaxaca,Santiago Amoltepec,Santiago Amoltepec,16.64091,-97.4948,13855,7070,6785,5905,7332,618,5.7,1928,7121,3858,4.6,1021
Oaxaca,Santiago Apoala,San Antonio Nduayaco,17.68556,-97.14754,1019,550,469,267,487,265,5.07,341,840,699,2.97,165
Oaxaca,Santiago Apóstol,Santiago Apóstol,16.80426,-96.72241,4421,2415,2006,1080,2764,577,5.68,1847,2723,1817,3.83,2496
Oaxaca,Santiago Astata,Santiago Astata,15.98763,-95.67587,3918,1970,1948,1030,2428,460,7.89,1617,384,1852,3.06,865
Oaxaca,Santiago Atitlán,Estancia de Morelos,17.05132,-95.88988,3556,1773,1783,985,2251,320,6.53,1483,3252,1150,3.98,869
Oaxaca,Santiago Ayuquililla,Santiago Ayuquililla,17.93511,-97.95826,2904,1497,1407,957,1611,336,6.37,939,12,1183,3.8,676
Oaxaca,Santiago Cacaloxtepec,Santiago Cacaloxtepec,17.72024,-97.74049,1667,865,802,422,1000,245,6.47,686,448,1102,3.37,571
Oaxaca,Santiago Camotlán,San Francisco Yovego,17.55211,-96.22461,3346,1715,1631,888,2188,270,6.44,1097,2769,1150,3.71,1291
Oaxaca,Santiago Choápam,San Juan Teotalcingo,17.41764,-95.94841,5242,2751,2491,1604,3102,518,5.83,1775,2358,1806,3.73,1395
Oaxaca,Santiago Comaltepec,Santiago Comaltepec,17.56413,-96.54781,1157,617,540,292,635,230,7.34,368,914,665,3.35,107
Oaxaca,Santiago Huajolotitlán,Santiago Huajolotitlán,17.82665,-97.73177,4600,2387,2213,1170,2879,551,8.3,2056,37,2046,3.57,1901
Oaxaca,Santiago Huauclilla,Santiago Huauclilla,17.45084,-97.07153,525,280,245,86,280,159,6.42,174,11,510,2.68,148
Oaxaca,Santiago Ihuitlán Plumas,Santiago Ihuitlán Plumas,17.84847,-97.42974,341,186,155,90,178,73,6.59,137,24,405,2.83,55
Oaxaca,Santiago Ixcuintepec,Santiago Ixcuintepec,16.93481,-95.62311,1636,861,775,554,951,131,5.84,469,1095,545,3.96,167
Oaxaca,Santiago Ixtayutla,Santiago Ixtayutla,16.56501,-97.65197,13880,7329,6551,4948,8222,710,5.04,3199,10663,4067,4.4,2046
Oaxaca,Santiago Jamiltepec,Santiago Jamiltepec,16.27946,-97.81968,19112,9953,9159,5546,11686,1880,7.57,8919,4209,7448,3.46,6024
Oaxaca,Santiago Jocotepec,Río Chiquito,17.61886,-95.93644,14198,7335,6863,5051,8054,1093,5.32,5715,9100,4003,4.15,3640
Oaxaca,Santiago Juxtlahuaca,Santiago Juxtlahuaca,17.33529,-98.01245,34735,18208,16527,11944,19750,3037,6.85,16189,20714,12067,4.51,11251
Oaxaca,Santiago Lachiguiri,Santiago Lachiguiri,16.68646,-95.53266,4394,2259,2135,1024,2800,570,6.29,1783,2118,2545,3.06,750
Oaxaca,Santiago Lalopa,Santiago Lalopa,17.41796,-96.24859,431,228,203,90,290,51,7.45,184,395,251,3.22,48
Oaxaca,Santiago Laollaga,Santiago Laollaga,16.58489,-95.20458,3361,1732,1629,779,2084,498,8.7,1412,300,1579,3.01,609
Oaxaca,Santiago Laxopa,Santiago Laxopa,17.21976,-96.3134,1291,696,595,334,787,170,6.96,318,984,597,3.44,100
Oaxaca,Santiago Llano Grande,Santiago Llano Grande,16.48943,-98.28967,3440,1724,1716,989,1990,461,7.52,1212,72,1442,3.26,706
Oaxaca,Santiago Matatlán,San Pablo Guilá,16.80282,-96.43968,10175,5461,4714,2698,6421,1056,6.58,4903,8029,4002,4.01,3275
Oaxaca,Santiago Miltepec,Santiago Miltepec,17.98473,-97.68929,421,211,210,106,248,67,7.3,150,3,278,2.94,48
Oaxaca,Santiago Minas,Santiago Minas,16.42618,-97.22815,1327,675,652,349,836,142,5.29,368,100,539,3.72,155
Oaxaca,Santiago Nacaltepec,Santiago Nacaltepec,17.50547,-96.9165,1599,864,735,358,809,432,6.07,398,25,1154,2.76,283
Oaxaca,Santiago Nejapilla,Santiago Nejapilla,17.42028,-97.37262,174,90,84,25,98,51,5.88,77,3,214,2.56,37
Oaxaca,Santiago Niltepec,Santiago Niltepec,16.56209,-94.613,5342,2727,2615,1306,3170,844,7.17,2365,59,2505,3.06,1180
Oaxaca,Santiago Nundiche,Ignacio Allende las Huertas,17.3407,-97.70583,1351,707,644,322,845,184,7.61,524,1171,828,3.32,382
Oaxaca,Santiago Nuyoó,Santiago Nuyoó,17.01517,-97.76654,1898,988,910,500,1032,366,7.23,901,1640,930,3.24,138
Oaxaca,Santiago Pinotepa Nacional,Santiago Pinotepa Nacional,16.33901,-98.05035,55840,28626,27214,16127,35350,4355,8.32,27613,9466,21105,3.58,22046
Oaxaca,Santiago Suchilquitongo,Santiago Suchilquitongo,17.24713,-96.87369,10886,5642,5244,2754,7182,950,8.74,5378,123,3480,3.8,4049
Oaxaca,Santiago Tamazola,Santiago Tamazola,17.66931,-98.2208,4458,2356,2102,1392,2505,561,6.62,1381,237,1980,3.96,655
Oaxaca,Santiago Tapextla,Santiago Tapextla,16.34097,-98.44747,3134,1552,1582,1152,1658,324,5.54,823,44,1112,3.89,730
Oaxaca,Santiago Tenango,Santiago Tenango,17.32492,-97.0041,1966,997,969,540,1208,218,8.32,644,20,860,3.34,700
Oaxaca,Santiago Tepetlapa,Santiago Tepetlapa,17.7826,-97.40154,130,78,52,32,70,28,6.35,49,1,146,3.17,49
Oaxaca,Santiago Tetepec,Santiago Tetepec,16.32227,-97.74825,4909,2531,2378,1527,2924,458,6.58,1535,1177,1685,3.64,1232
Oaxaca,Santiago Texcalcingo,Santiago Texcalcingo,18.2082,-96.96877,2974,1569,1405,966,1754,254,5.12,800,2683,1165,3.9,729
Oaxaca,Santiago Textitlán,Santiago Sochiltepec,16.66613,-97.25665,4930,2510,2420,1850,2810,270,7.97,1227,1155,1127,5.27,356
Oaxaca,Santiago Tilantongo,Santiago Tilantongo,17.28308,-97.3398,2764,1490,1274,774,1458,532,6.24,943,1307,2009,2.98,323
Oaxaca,Santiago Tillo,Santiago Tillo,17.46028,-97.31972,545,286,259,127,325,93,8.31,253,13,379,3.11,99
Oaxaca,Santiago Tlazoyaltepec,Santiago Huaxolotipac,16.97414,-97.08599,6300,3394,2906,2130,3582,588,6.29,1461,4874,2174,4.78,1108
Oaxaca,Santiago Xanica,San Felipe Lachilló,16.01014,-96.15471,3029,1491,1538,1037,1732,260,5.39,986,1285,1231,3.74,522
Oaxaca,Santiago Xiacuí,Trinidad Ixtlán,17.26641,-96.41758,1893,987,906,472,1186,235,8.65,719,193,1018,3.43,323
Oaxaca,Santiago Yaitepec,Santiago Yaitepec,16.22557,-97.26936,4233,2327,1906,1512,2384,337,3.99,1325,3819,1184,4.44,1140
Oaxaca,Santiago Yaveo,Francisco Villa,17.47485,-95.45424,7593,3806,3787,2297,4597,697,6.46,3009,1841,2685,3.62,1770
Oaxaca,Santiago Yolomécatl,Santiago Yolomécatl,17.47093,-97.56975,1922,1038,884,472,1203,247,9.31,811,73,1212,3.56,336
Oaxaca,Santiago Yosondúa,Santiago Yosondúa,16.87338,-97.57661,7991,4238,3753,2384,4489,1118,6.71,4167,1818,4208,3.28,1371
Oaxaca,Santiago Yucuyachi,Santa Rosa de Juárez,17.6142,-98.23386,998,505,493,225,522,251,5.58,257,127,806,3.05,221
Oaxaca,Santiago Zacatepec,Santiago Zacatepec,17.1594,-95.91496,5089,2610,2479,1595,2885,609,5.19,1692,4494,1945,3.55,698
Oaxaca,Santiago Zoochila,Santiago Zoochila,17.22057,-96.24214,425,219,206,92,256,77,6.82,181,249,205,3.43,130
Oaxaca,Santiago del Río,Santiago del Río,17.45598,-98.08854,527,276,251,113,259,155,4.69,108,112,518,2.8,118
Oaxaca,Santo Domingo Albarradas,Santo Domingo Albarradas,17.06804,-96.20009,798,421,377,179,494,125,6.51,308,571,365,3.44,165
Oaxaca,Santo Domingo Armenta,Santo Domingo Armenta,16.33297,-98.37815,3155,1573,1582,1023,1780,351,6.13,1159,56,1400,3.37,715
Oaxaca,Santo Domingo Chihuitán,Santo Domingo Chihuitán,16.59189,-95.16237,1618,825,793,358,985,275,8.55,637,137,834,2.96,208
Oaxaca,Santo Domingo Ingenio,Santo Domingo Ingenio,16.58849,-94.76863,7681,3916,3765,1751,4794,1136,8.02,3162,299,3163,3.07,2115
Oaxaca,Santo Domingo Ixcatlán,Santo Domingo Ixcatlán,16.91393,-97.53193,760,415,345,205,440,115,7.73,296,141,513,3.35,29
Oaxaca,Santo Domingo Nuxaá,Llano de Ayuca,17.17728,-97.09947,3335,1709,1626,1128,1810,397,7.06,881,1545,1598,3.58,350
Oaxaca,Santo Domingo Ozolotepec,Santo Domingo Ozolotepec,16.15087,-96.3104,1101,576,525,372,606,123,5.55,293,371,407,4.12,207
Oaxaca,Santo Domingo Petapa,Santo Domingo Petapa,16.82067,-95.14042,9027,4525,4502,2688,5443,896,6.86,4191,2584,3623,3.48,2448
Oaxaca,Santo Domingo Roayaga,Santo Domingo Roayaga,17.33763,-96.11457,941,491,450,290,565,86,5.75,303,847,408,3.8,392
Oaxaca,Santo Domingo Tehuantepec,Santo Domingo Tehuantepec,16.33206,-95.23205,67739,34914,32825,17244,44443,6002,9.17,33895,5428,25746,3.47,17337
Oaxaca,Santo Domingo Teojomulco,Santo Domingo Teojomulco,16.5894,-97.22619,5260,2684,2576,1752,3094,414,6.44,1307,69,1645,3.98,244
Oaxaca,Santo Domingo Tepuxtepec,Santo Domingo Tepuxtepec,16.95689,-96.05541,6029,3233,2796,1960,3511,558,5.31,1366,5415,2281,4,1407
Oaxaca,Santo Domingo Tlatayápam,Santo Domingo Tlatayápam,17.40747,-97.34702,113,61,52,21,64,28,7.4,47,0,141,2.69,50
Oaxaca,Santo Domingo Tomaltepec,Santo Domingo Tomaltepec,17.06042,-96.62436,3386,1735,1651,784,2253,349,8.31,1586,517,1193,3.7,1369
Oaxaca,Santo Domingo Tonaltepec,Vista Hermosa,17.59453,-97.36664,250,133,117,58,140,52,7.17,100,22,178,3.16,62
Oaxaca,Santo Domingo Tonalá,Santo Domingo Tonalá,17.67461,-97.96393,7393,3826,3567,1975,4448,970,6.47,3751,1663,3592,3.75,2195
Oaxaca,Santo Domingo Xagacía,Santo Domingo Xagacía,17.15554,-96.26796,1205,651,554,393,613,199,6.1,484,922,607,3.44,242
Oaxaca,Santo Domingo Yanhuitlán,Santo Domingo Yanhuitlán,17.52804,-97.34231,1633,874,759,436,919,278,8.78,653,37,859,3.05,319
Oaxaca,Santo Domingo Yodohino,Santo Domingo Yodohino,17.61689,-97.68302,327,156,171,51,228,48,6.35,111,0,221,3.85,102
Oaxaca,Santo Domingo Zanatepec,Santo Domingo Zanatepec,16.4828,-94.3539,12483,6333,6150,3192,7682,1589,7.43,5815,194,4611,3.27,2526
Oaxaca,Santo Domingo de Morelos,Santo Domingo de Morelos,15.833,-96.66808,11384,5914,5470,4254,6508,622,5.69,2522,8880,3179,4.56,1560
Oaxaca,Santo Tomás Jalieza,Santo Domingo Jalieza,16.86951,-96.62924,3923,2065,1858,1105,2493,325,7.63,1654,445,1248,4.06,874
Oaxaca,Santo Tomás Mazaltepec,Santo Tomás Mazaltepec,17.17353,-96.87153,2612,1349,1263,680,1668,264,8.42,1337,1120,971,3.85,867
Oaxaca,Santo Tomás Ocotepec,Diecinueve de Abril,17.13472,-97.78081,4066,2209,1857,1227,2276,563,6.43,677,3588,1843,3.84,1895
Oaxaca,Santo Tomás Tamazulapan,Santo Tomás Tamazulapan,16.27203,-96.58583,2726,1418,1308,772,1676,278,7.24,1133,352,1022,3.65,1007
Oaxaca,Santos Reyes Nopala,Santos Reyes Nopala,16.10676,-97.14445,16688,8791,7897,5193,10287,1204,6.73,8021,7795,5629,3.71,2650
Oaxaca,Santos Reyes Pápalo,Santos Reyes Pápalo,17.80466,-96.86088,2490,1272,1218,855,1404,231,5.79,655,1908,907,4.06,654
Oaxaca,Santos Reyes Tepejillo,Santos Reyes Tepejillo,17.43776,-97.93832,904,490,414,227,479,198,4.68,290,690,730,3.15,236
Oaxaca,Santos Reyes Yucuná,Santos Reyes Yucuná,17.77774,-98.00453,1474,743,731,549,847,78,5.65,530,1297,438,5.72,103
Oaxaca,Silacayoápam,Silacayoápam,17.50145,-98.14259,6710,3483,3227,1723,3836,1151,6.52,2600,1049,4177,3.49,1830
Oaxaca,Sitio de Xitlapehua,Sitio de Xitlapehua,16.35104,-96.5326,713,364,349,201,425,87,6.65,297,11,307,3.51,230
Oaxaca,Soledad Etla,Soledad Etla,17.17168,-96.82076,6348,3271,3077,1520,4304,524,9.68,3201,193,2101,3.8,2236
Oaxaca,Tamazulápam del Espíritu Santo,Tamazulápam del Espíritu Santo,17.05444,-96.06511,7185,3981,3204,2109,4240,836,6.21,3419,6189,3676,3.43,2698
Oaxaca,Tanetze de Zaragoza,Tanetze de Zaragoza,17.37673,-96.30224,1558,812,746,301,1008,249,7.27,728,1273,815,3.02,331
Oaxaca,Taniche,Taniche,16.56696,-96.75358,887,474,413,212,545,130,6.25,362,5,350,3.55,250
Oaxaca,Tataltepec de Valdés,Santa Cruz Tepenixtlahuaca,16.29313,-97.49247,6386,3274,3112,2016,3864,503,6.32,2372,3345,1966,3.92,1305
Oaxaca,Teococuilco de Marcos Pérez,Teococuilco de Marcos Pérez,17.35199,-96.61494,1032,533,499,265,566,201,6.83,401,690,723,3.49,214
Oaxaca,Teotitlán de Flores Magón,Teotitlán de Flores Magón,18.13233,-97.0707,10099,5313,4786,2913,6289,897,9.49,4636,1491,3540,3.72,3291
Oaxaca,Teotitlán del Valle,Teotitlán del Valle,17.02958,-96.51895,6392,3355,3037,1363,4173,856,7.53,3675,3919,2404,3.77,3075
Oaxaca,Teotongo,Teotongo,17.72632,-97.53671,1005,548,457,254,566,185,7.48,453,23,705,3.08,120
Oaxaca,Tepelmeme Villa de Morelos,Tepelmeme Villa de Morelos,17.87481,-97.3622,1960,1044,916,610,1068,282,6.92,882,35,1171,3.26,437
Oaxaca,Tlacolula de Matamoros,Tlacolula de Matamoros,16.95562,-96.47921,30254,15869,14385,8079,19868,2303,9.19,15241,5866,14770,3.52,12412
Oaxaca,Tlacotepec Plumas,Tlacotepec Plumas,17.85078,-97.43283,410,212,198,90,222,98,6.95,185,28,407,2.97,21
Oaxaca,Tlalixtac de Cabrera,Tlalixtac de Cabrera,17.07448,-96.64842,12067,6295,5772,2975,8069,987,9.69,6420,935,3863,3.87,5808
Oaxaca,Totontepec Villa de Morelos,Totontepec Villa de Morelos,17.25863,-96.02735,5904,3063,2841,1913,3329,662,5.96,2029,4531,2070,3.86,1337
Oaxaca,Trinidad Zaachila,Trinidad Zaachila,16.92123,-96.76534,3419,1812,1607,827,2207,385,7.9,1416,48,1199,3.78,1507
Oaxaca,Unión Hidalgo,Unión Hidalgo,16.47282,-94.82894,14542,7465,7077,3343,9378,1820,9.25,6587,6876,5269,3.41,5908
Oaxaca,Valerio Trujano,Valerio Trujano,17.77171,-96.98022,1376,736,640,305,878,193,7.86,551,208,657,3.18,185
Oaxaca,Villa Díaz Ordaz,San Miguel del Valle,17.01887,-96.41911,6467,3503,2964,1551,3988,901,6.24,3265,5100,2466,3.73,4652
Oaxaca,Villa Hidalgo,Villa Hidalgo,17.18589,-96.17883,1885,985,900,428,1192,265,6.19,878,1506,818,3.52,648
Oaxaca,Villa Sola de Vega,Villa Sola de Vega,16.51476,-96.97801,12350,6395,5955,3778,7318,1254,6.47,6307,609,4337,3.83,5517
Oaxaca,Villa Talea de Castro,Villa Talea de Castro,17.36,-96.24992,2011,1066,945,461,1234,316,7.29,1041,885,1242,2.84,476
Oaxaca,Villa Tejúpam de la Unión,Villa Tejúpam de la Unión,17.66709,-97.47352,2419,1259,1160,613,1499,307,7.89,1071,24,1274,3.48,555
Oaxaca,Villa de Chilapa de Díaz,Villa de Chilapa de Díaz,17.58833,-97.63191,1815,986,829,466,1063,286,6.66,546,206,1235,3.25,335
Oaxaca,Villa de Etla,Villa de Etla,17.20753,-96.80058,10361,5369,4992,2563,6934,864,10.22,5142,936,3665,3.76,3830
Oaxaca,Villa de Santiago Chazumba,Villa de Santiago Chazumba,18.18877,-97.68054,4877,2581,2296,1148,2728,1001,8.47,1928,460,3330,3.03,1674
Oaxaca,Villa de Tamazulápam del Progreso,Villa de Tamazulápam del Progreso,17.67306,-97.57285,8326,4570,3756,2200,5380,746,9.69,4081,215,3285,3.59,1940
Oaxaca,Villa de Tututepec,Río Grande o Piedra Parada,16.01372,-97.43777,50541,26008,24533,14357,31785,4390,7.17,20848,3213,18875,3.4,12010
Oaxaca,Villa de Zaachila,Villa de Zaachila,16.95072,-96.75059,46464,24301,22163,13096,30501,2865,9.15,24058,4903,17641,3.93,19259
Oaxaca,Yaxe,Yaxe,16.72513,-96.47248,2954,1524,1430,797,1912,245,7.28,1146,30,1010,3.57,906
Oaxaca,Yogana,Yogana,16.46121,-96.78855,1245,649,596,272,738,235,4.43,325,1,580,3.28,344
Oaxaca,Yutanduchi de Guerrero,Yutanduchi de Guerrero,17.03946,-97.2975,1195,618,577,332,612,251,6.29,484,930,668,3.04,130
Oaxaca,Zapotitlán Lagunas,Zapotitlán Lagunas,17.75548,-98.38957,3382,1745,1637,1062,1867,452,5.25,1030,16,1665,3.88,596
Oaxaca,Zapotitlán Palmas,Zapotitlán Palmas,17.88986,-97.81815,1695,930,765,478,969,248,6.31,650,210,854,3.47,440
Oaxaca,Zimatlán de Álvarez,Zimatlán de Álvarez,16.86669,-96.78563,22093,11663,10430,5801,14056,2219,8.65,11423,851,8352,3.76,11933
Oaxaca,Ánimas Trujano,Ánimas Trujano,16.98888,-96.7132,4564,2394,2170,1068,3119,374,10.72,2168,209,1503,3.73,1732
Puebla,Acajete,Acajete,19.10494,-97.95271,72894,37755,35139,24084,44635,4128,7.54,31752,3934,18617,4.79,19320
Puebla,Acateno,San José Acateno,20.12991,-97.2104,9170,4584,4586,2366,5762,1042,7.18,4217,196,3161,3.51,2279
Puebla,Acatlán,Acatlán de Osorio,18.2023,-98.04861,37955,20119,17836,10619,22977,4359,8.72,17806,411,15496,3.72,9351
Puebla,Acatzingo,Acatzingo de Hidalgo,18.97945,-97.78546,63743,32820,30923,20903,39687,3119,7.72,29520,163,15749,4.72,27026
Puebla,Acteopan,Acteopan,18.76502,-98.71529,3070,1624,1446,683,2049,338,6.33,1692,747,1147,3.61,242
Puebla,Ahuacatlán,Tlacotepec (San Mateo),20.06178,-97.84949,14542,7690,6852,4427,8737,1378,6.06,6757,11271,4588,3.99,842
Puebla,Ahuatlán,Ahuatlán,18.57301,-98.25523,3162,1605,1557,973,1732,457,6.13,864,56,1180,4.01,232
Puebla,Ahuazotepec,Ahuazotepec,20.04605,-98.16235,11439,5890,5549,3393,7153,893,8.44,4666,78,3771,3.91,3953
Puebla,Ahuehuetitla,Ahuehuetitla,18.21077,-98.22136,2207,1154,1053,624,1200,383,7.24,692,10,1256,3.58,401
Puebla,Ajalpan,Ciudad de Ajalpan,18.37754,-97.2583,74768,38577,36191,24632,46357,3774,6.63,40559,33580,18136,4.79,19161
Puebla,Albino Zertuche,Acaxtlahuacán de Albino Zertuche,18.01728,-98.54016,1885,999,886,566,1081,238,6.52,410,22,858,3.69,444
Puebla,Aljojuca,Aljojuca,19.10041,-97.53134,6591,3491,3100,1698,4153,740,7.57,2662,11,2333,3.86,1381
